ANO;TITULO;AUTORES
2018;A Novel Mobile Robot Localization Approach Based On Classification With Rejection Option Using Computer Vision;João Wellington M Souza
2018;A Novel Mobile Robot Localization Approach Based On Classification With Rejection Option Using Computer Vision;Amauri H Souza Junior
2018;A Novel Mobile Robot Localization Approach Based On Classification With Rejection Option Using Computer Vision;Victor Hugo Costa De Albuquerque
2018;A Novel Monitoring System For Fall Detection In Older People;Carla Taramasco
2018;A Novel Monitoring System For Fall Detection In Older People;Tomas Rodenas
2018;A Novel Monitoring System For Fall Detection In Older People;Felipe Martinez
2018;A Novel Monitoring System For Fall Detection In Older People;Paola Fuentes
2018;A Novel Monitoring System For Fall Detection In Older People;Roberto Munoz
2018;A Novel Monitoring System For Fall Detection In Older People;Rodrigo Olivares
2018;A Novel Monitoring System For Fall Detection In Older People;Victor Hugo Costa De Albuquerque
2018;A Novel Monitoring System For Fall Detection In Older People;Jacques Demongeot
2018;A Proposal For Internet Of Smart Home Things Based On Bci System To Aid Patients With Amyotrophic Lateral Sclerosis;Wilson G De Oliveira Júnior
2018;A Proposal For Internet Of Smart Home Things Based On Bci System To Aid Patients With Amyotrophic Lateral Sclerosis;Juliana M De Oliveira
2018;A Proposal For Internet Of Smart Home Things Based On Bci System To Aid Patients With Amyotrophic Lateral Sclerosis;Roberto Munoz
2018;A Proposal For Internet Of Smart Home Things Based On Bci System To Aid Patients With Amyotrophic Lateral Sclerosis;Victor Hugo Costa De Albuquerque
2018;A Proposal For Iot Dynamic Routes Selection Based On Contextual Information;Harilton Araújo
2018;A Proposal For Iot Dynamic Routes Selection Based On Contextual Information;Raimir Holanda Filho
2018;A Proposal For Iot Dynamic Routes Selection Based On Contextual Information;Joel Rodrigues
2018;A Proposal For Iot Dynamic Routes Selection Based On Contextual Information;Ricardo Rabelo
2018;A Proposal For Iot Dynamic Routes Selection Based On Contextual Information;Natanael Sousa
2018;A Proposal For Iot Dynamic Routes Selection Based On Contextual Information;José Filho
2018;A Proposal For Iot Dynamic Routes Selection Based On Contextual Information;José Sobral
2018;A Reference Model For Internet Of Things Middleware;Mauro A A Da Cruz
2018;A Reference Model For Internet Of Things Middleware;Joel Jose P C Rodrigues
2018;A Reference Model For Internet Of Things Middleware;Jalal Al-Muhtadi
2018;A Reference Model For Internet Of Things Middleware;Valery V Korotaev
2018;A Reference Model For Internet Of Things Middleware;Victor Hugo Costa De Albuquerque
2018;A Reliable Approach For Detection Of Incipient Faults Of Short-Circuits In Induction Generators Using Machine Learning;Pedro Pedrosa Rebouças Filho
2018;A Reliable Approach For Detection Of Incipient Faults Of Short-Circuits In Induction Generators Using Machine Learning;Navar M M Nascimento
2018;A Reliable Approach For Detection Of Incipient Faults Of Short-Circuits In Induction Generators Using Machine Learning;Igor R Sousa
2018;A Reliable Approach For Detection Of Incipient Faults Of Short-Circuits In Induction Generators Using Machine Learning;Cláudio M S Medeiros
2018;A Reliable Approach For Detection Of Incipient Faults Of Short-Circuits In Induction Generators Using Machine Learning;Victor Hugo Costa De Albuquerque
2018;A Worldwide Model For Boundaries Of Urban Settlements;Erneson A Oliveira
2018;A Worldwide Model For Boundaries Of Urban Settlements;Joao Jose Vasco Peixoto Furtado
2018;A Worldwide Model For Boundaries Of Urban Settlements;José Soares De Andrade Júnior
2018;A Worldwide Model For Boundaries Of Urban Settlements;Hernán A Makse
2018;Advances In Photopletysmography Signal Analysis For Biomedical Applications;Jermana Moraes
2018;Advances In Photopletysmography Signal Analysis For Biomedical Applications;Matheus Rocha
2018;Advances In Photopletysmography Signal Analysis For Biomedical Applications;Glauber Vasconcelos
2018;Advances In Photopletysmography Signal Analysis For Biomedical Applications;José Vasconcelos Filho
2018;Advances In Photopletysmography Signal Analysis For Biomedical Applications;Victor Hugo Costa De Albuquerque
2018;Advances In Photopletysmography Signal Analysis For Biomedical Applications;Auzuir Alexandria
2018;An Automated Remote Cloud-Based Heart Rate Variability Monitoring System;Ahmed Faeq Hussein
2018;An Automated Remote Cloud-Based Heart Rate Variability Monitoring System;Arun Kumar N
2018;An Automated Remote Cloud-Based Heart Rate Variability Monitoring System;Marlon Burbano-Fernandez
2018;An Automated Remote Cloud-Based Heart Rate Variability Monitoring System;Gustavo Ramirez-Gonzalez
2018;An Automated Remote Cloud-Based Heart Rate Variability Monitoring System;Enas Abdulhay
2018;An Automated Remote Cloud-Based Heart Rate Variability Monitoring System;Victor Hugo Costa De Albuquerque
2018;An Educational Game To Teach Numbers In Brazilian Sign Language While Having Fun;Herleson Paiva Pontes
2018;An Educational Game To Teach Numbers In Brazilian Sign Language While Having Fun;João Batista Furlan Duarte
2018;An Educational Game To Teach Numbers In Brazilian Sign Language While Having Fun;Plácido Rogério Pinheiro
2018;An Educational Game To Teach Numbers In Brazilian Sign Language While Having Fun;Herleson Paiva Pontes
2018;An Educational Game To Teach Numbers In Brazilian Sign Language While Having Fun;João Batista Furlan Duarte
2018;An Educational Game To Teach Numbers In Brazilian Sign Language While Having Fun;Plácido Rogerio Pinheiro
2018;An Energy-Efficient Approach To Enhance Virtual Sensors Provisioning In Sensor Clouds Environments;Marcus Lemos
2018;An Energy-Efficient Approach To Enhance Virtual Sensors Provisioning In Sensor Clouds Environments;Raimir Holanda Filho
2018;An Energy-Efficient Approach To Enhance Virtual Sensors Provisioning In Sensor Clouds Environments;Ricardo Rabêlo
2018;An Energy-Efficient Approach To Enhance Virtual Sensors Provisioning In Sensor Clouds Environments;Carlos De Carvalho
2018;An Energy-Efficient Approach To Enhance Virtual Sensors Provisioning In Sensor Clouds Environments;Douglas Mendes
2018;An Energy-Efficient Approach To Enhance Virtual Sensors Provisioning In Sensor Clouds Environments;Valney Costa
2018;Automatic Classification Of Pulmonary Diseases Using A Structural Co-Occurrence Matrix;Solon Alves Peixoto
2018;Automatic Classification Of Pulmonary Diseases Using A Structural Co-Occurrence Matrix;Pedro P Rebouças Filho
2018;Automatic Classification Of Pulmonary Diseases Using A Structural Co-Occurrence Matrix;N Arun Kumar
2018;Automatic Classification Of Pulmonary Diseases Using A Structural Co-Occurrence Matrix;Victor Hugo Costa De Albuquerque
2018;Automatic Histologically-Closer Classification Of Skin Lesions;Pedro Pedrosa Rebouças Filho
2018;Automatic Histologically-Closer Classification Of Skin Lesions;Solon Alves Peixoto
2018;Automatic Histologically-Closer Classification Of Skin Lesions;Raul Victor Medeiros Da Nóbrega
2018;Automatic Histologically-Closer Classification Of Skin Lesions;D Jude Hemanth
2018;Automatic Histologically-Closer Classification Of Skin Lesions;Aldisio Gonçalves Medeiros
2018;Automatic Histologically-Closer Classification Of Skin Lesions;Arun Kumar Sangaiah
2018;Automatic Histologically-Closer Classification Of Skin Lesions;Victor Hugo Costa De Albuquerque
2018;Averaged One-Dependence Estimators On Edge Devices For Smart Pregnancy Data Analysis;Mário W L Moreira
2018;Averaged One-Dependence Estimators On Edge Devices For Smart Pregnancy Data Analysis;Joel J P C Rodrigues
2018;Averaged One-Dependence Estimators On Edge Devices For Smart Pregnancy Data Analysis;Joao Jose Vasco Peixoto Furtado
2018;Averaged One-Dependence Estimators On Edge Devices For Smart Pregnancy Data Analysis;Neeraj Kumar
2018;Averaged One-Dependence Estimators On Edge Devices For Smart Pregnancy Data Analysis;Valery V Korotaev
2018;Binary Neural Networks For Classification Of Voice Commands From Throat Microphone;Fabio Cisne Ribeiro
2018;Binary Neural Networks For Classification Of Voice Commands From Throat Microphone;Raphael Torres Santos Carvalho
2018;Binary Neural Networks For Classification Of Voice Commands From Throat Microphone;Paulo Cesar Cortez
2018;Binary Neural Networks For Classification Of Voice Commands From Throat Microphone;Victor Hugo Costa De Albuquerque
2018;Binary Neural Networks For Classification Of Voice Commands From Throat Microphone;Pedro Pedrosa Reboucas Filho
2018;Business Model Applied To Electric Car Sharing;Sarah Mesquita Lima
2018;Business Model Applied To Electric Car Sharing;Vládia Célia Monteiro Pinheiro
2018;Business Model Applied To Electric Car Sharing;José Dickson Araujo De Oliveira
2018;Business Model Applied To Electric Car Sharing;Carlos Caminha
2018;Business Model Applied To Electric Car Sharing;André Soares Lopes
2018;Cloud Application Architecture Appraiser (Ca3): A Multicriteria Approach And Tool For Assessing Cloud Deployment Options Based On Nonfunctional Requirements;Ronaldo Gonçalves Junior
2018;Cloud Application Architecture Appraiser (Ca3): A Multicriteria Approach And Tool For Assessing Cloud Deployment Options Based On Nonfunctional Requirements;Americo Sampaio
2018;Cloud Application Architecture Appraiser (Ca3): A Multicriteria Approach And Tool For Assessing Cloud Deployment Options Based On Nonfunctional Requirements;Tiago Rolim
2018;Cloud Application Architecture Appraiser (Ca3): A Multicriteria Approach And Tool For Assessing Cloud Deployment Options Based On Nonfunctional Requirements;Nabor Das Chagas Mendonça
2018;Cloud Application Architecture Appraiser (Ca3): A Multicriteria Approach And Tool For Assessing Cloud Deployment Options Based On Nonfunctional Requirements;Ronaldo Gonçalves Junior
2018;Cloud Application Architecture Appraiser (Ca3): A Multicriteria Approach And Tool For Assessing Cloud Deployment Options Based On Nonfunctional Requirements;Americo Tadeu Falcone Sampaio
2018;Cloud Application Architecture Appraiser (Ca3): A Multicriteria Approach And Tool For Assessing Cloud Deployment Options Based On Nonfunctional Requirements;Tiago Rolim
2018;Cloud Application Architecture Appraiser (Ca3): A Multicriteria Approach And Tool For Assessing Cloud Deployment Options Based On Nonfunctional Requirements;Nabor C Mendonça
2018;Clustering Ensembles: A Hedonic Game Theoretical Approach;Nelson C Sandes
2018;Clustering Ensembles: A Hedonic Game Theoretical Approach;André Luís Vasconcelos Coelho
2018;Detection Of Subtype Blood Cells Using Deep Learning;Prayag Tiwari
2018;Detection Of Subtype Blood Cells Using Deep Learning;Jia Qian
2018;Detection Of Subtype Blood Cells Using Deep Learning;Qiuchi Li
2018;Detection Of Subtype Blood Cells Using Deep Learning;Benyou Wang
2018;Detection Of Subtype Blood Cells Using Deep Learning;Deepak Gupta
2018;Detection Of Subtype Blood Cells Using Deep Learning;Ashish Khanna
2018;Detection Of Subtype Blood Cells Using Deep Learning;Joel J P C Rodrigues
2018;Detection Of Subtype Blood Cells Using Deep Learning;Victor Hugo Costa De Albuquerque
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Joel S Da Cunha Neto
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Pedro P Reboucas Filho
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Guilherme P Ferreira Da Silva
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Natalia B Da Cunha Olegario
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;João Batista Furlan Duarte
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Victor Hugo C De Albuquerque
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Joel S Da Cunha Neto
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Pedro P Reboucas Filho
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Guilherme P Ferreira Da Silva
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Natalia B Da Cunha Olegario
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Joao Batista F Duarte
2018;Dynamic Evaluation And Treatment Of The Movement Amplitude Using Kinect Sensor;Victor Hugo Costa De Albuquerque
2018;Eeg-Based Biometrics: Challenges And Applications;Victor Hugo C De Albuquerque
2018;Eeg-Based Biometrics: Challenges And Applications;"Robertas Dama?Evi&Amp;#269;Ius"
2018;Eeg-Based Biometrics: Challenges And Applications;João Manuel R S Tavares
2018;Eeg-Based Biometrics: Challenges And Applications;Plácido Rogerio Pinheiro
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Lakshmanaprabu Sk
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Shankar K
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Ashish Khanna
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Deepak Gupta
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Joel J P C Rodrigues
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Plácido Rogerio Pinheiro
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Victor Hugo C De Albuquerque
2018;Effective Features To Classify Big Data Using Social Internet Of Things;S K Lakshmanaprabu
2018;Effective Features To Classify Big Data Using Social Internet Of Things;K Shankar
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Ashish Khanna
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Deepak Gupta
2018;Effective Features To Classify Big Data Using Social Internet Of Things;Joel J P C Rodrigues
